attributnamn	value	Definition
analysmetod	ALS_UK_ORGANO_Cl_P_N_GEO47	ALS UK-geo47  Determination of a wide range of organochlorine, organophosphorous and organonitrogen compounds in Ground waters, Surface waters, Treated Sewage effluents, Trade effluents and Landfill leachates. A wide range of organic compounds are isolated from aqueous matrix using a two stage extraction technique. The compounds are determined by Electron impact GC-MSMS in selected reaction monitoring (SRM) mode using argon as a collision gas. ALS Environmental, Torrington Avenue, Coventry, CV4 9GU, United Kingdom
analysmetod	ALS_UK_PAH_EPA16_GEO81	ALS UK-geo81 Determination of PAH compounds (EPA16) in environmental waters - Surface Water, Land Leachate, Groundwater, Untreated Sewage, Treated Sewage and Trade Effluent. An automated dispersive liquid/liquid microextraction procedure (DLLME) is used to extract the PAH compounds from aqueous matrix. The dispersive solvent is a 1 % solution of toluene in isopropanol and the extraction solvent is a mixture of dichloromethane and n-pentane (80:20). The extract is then quantified by gas chromatography with mass spectrometric detection (GCMS). ALS Environmental, Torrington Avenue, Coventry, CV4 9GU, United Kingdom
analysmetod	ALS_UK_PEST_NONPOLAR_ORG_GEO78	ALS UK-geo78 Analysis of Trace level Pesticides and selected non-polar organic compounds in Surface, Ground and Saline waters, Final effluents (TBT only). Approximately 400mls of sample is treated with sodium tetraethylborate (STEB) to ethylate TBT cation and is then extracted with 20mls of iso-hexane. The extract is analysed by GC-MSMS with electron impact (EI) ionisation. ALS Environmental, Torrington Avenue, Coventry, CV4 9GU, United Kingdom
analysmetod	ALS_W_LCMS_MS_2_HUM	ALS W-LCMS-MS-2/HUM - ALS analysmetod för bestämning i vatten av ultrakorta perfluorerade ämnen, PFAS (5) i vatten. MeOH (metanol) och ISTD (intern standard) tillsätts provet som därefter injiceras direkt på instrumentet. Analys sker med LC-MS/MS
analysmetod	ALS_UK_PFAS_PEST_PHTAL_GEO82	ALS UK-geo82 Analysis of Chloridazon, Bentazone, Metribuzin, Atrazine, Isoproturon, Diuron, Dichlorprop-p, Mecoprop,Pentachlorophenol, PFOS (Heptadecafluorooctanesulfonic acid), PFOA (Perfluoroctanoic acid) and DEHP (Diethylhexyl phthalate) in Surface, Ground and Saline waters. The compounds of interest are extracted from an aqueous matrix via online SPE, utilising Thermo Scientific’s EQuan LC system, equipped with a Hypersil Gold aQ pre-concentration column. The compounds are then backflushed from the pre-concentration column via a gradient run and are quantified by high resolution, accurate mass (HRAM) liquid chromatography mass spectrometry (LC-MS). ALS Environmental, Torrington Avenue, Coventry, CV4 9GU, United Kingdom
analysmetod	ALS_UK_VOC_GEO76	ALS UK-geo76 Analysis of Volatile organic compounds (VOCs) by headspace in Ground waters, surface waters, landfill leachates and sewage and trade effluents. A 10 ml aliquot of water sample, preserved to pH<2 with HCl, is placed in a septum vial together with 1 ml of a sodium chloride based matrix modifying solution and allowed to equilibrate with its headspace vapour at 90°C. A sample of the vapour is injected using an automatic headspace sampler into a capillary column gas chromatograph (GC), the volatile organic compounds are separated and then identified and quantified using a mass spectrometer (MSD) simultaneously operating in selected ion monitoring (SIM) and full scan modes. ALS Environmental, Torrington Avenue, Coventry, CV4 9GU, United Kingdom
analysmetod	ALS_W_PESLMS04.	ALS W-PESLMS04 - ALS analysmetod för bestämning i vatten av fenoxisyror och andra herbicider. Analys utförs enligt CZ SOP D06 03 182.A (DIN 38407-35, CEN/TS 15968). Mätningen utförs med LC-MS/MS
analysmetod	ALS_W_PESLMS07	ALS W-PESLMS07 - ALS analysmetod för bestämning i vatten av pesticider, pesticidmetaboliter, läkemedelsrester och andra föroreningar. Analys utförs enligt CZ SOP D06 03 183.A (US EPA 535, US EPA 1694) genom vätskekromatografi med MS/MS-detektion och beräkning av pesticider, pesticidmetaboliter, läkemedelsrester och andra föroreningar summerade från uppmätta värden. Metoden har ändrats inom en flexibelt omfattande ackreditering, se ackrediteringsbevis nr 610/2017 daterad 16 oktober 2017. Det hänvisar till parametrarna: 2-amino-4-metoxi-6-metyl-1, 3,5-triazin, 3,5,6-triklorpyridin-2-ol, dimetaklor-CGA 369873, dimetenamid-ESA, dimetenamid-OA, flufenacet, flufenacet-ESA, flufenacet-OA, flutriafol, jodosulfuron-metyl, isoxaflutol, isoxaflutoldiketonitril, petoxamid-ESA, propazin-2-hydroxy, metolachlor-CGA 368208, metolachlor-NOA 413173, trietazin
analysmetod	ALS_W_RN222LSC	ALS W-RN222LSC - ALS analysmetod för bestämning av radon 222 enligt CSN 75 7625 (nukleär instrumenteringsräknare som utnyttjar flytande scintillatorer)
analysmetod	ALS_W_SFMS_5ALK	ALS W-SFMS-5ALK - ALS analysmetod för bestämning av halogener i sötvatten med ICP-SFMS enligt SS-EN ISO 17294-2:2023 och US EPA 200.8:1994
analysmetod	ALS_W_SFMS_5A_In	ALS W-SFMS-5A-In - ALS analysmetod för analys av Indium (In) i sötvatten med ICP-SFMS enligt SS-EN ISO 17294-2:2023 och US EPA Method 200.8:1994. Provet är surgjort med 5 ml HNO3 (suprapur) per 100 ml före analys
analysmetod	ALS_W_SFMS_SO2_WFD	ALS W-SFMS-SO2-WFD - ALS analysmetod för analys av grundämnen i grundvatten (WFD grundvattendirektiv 2021) med ICP-SFMS enligt SS-EN ISO 17294-2:2023 och US EPA Method 200.8:1994
analysmetod	ALS_W_SMVGMS02	ALS W-SMVGMS02 - ALS analysmetod för bestämning i vatten av klorerade organiska insekticider, polyklorerade bifenyler och klorbensener. Analys utförs enligt SS-EN 6468, US EPA 8270D, US EPA 8082A och US EPA 8000. Mätning utförs med GC-MS
analysmetod	ANALYTICA_BF	ANALYTICA-BF. Bestämning av bisfenol med gaskromatografi-masspektrometri (GC-MSD), med Selected Ion Monitoring (SIM mode), där en CPSIL 8 CB MS-kolonn eller CPSIL 5 CB MS-kolonn användes. Slutligen utfördes en kvantifiering med extern standard
analysmetod	AOAC_2008_06	AOAC Official Method 2008.06, AOAC INTERNATIONAL. Determination of moisture and fat in meats [Applicable for the determination of moisture and fat in meat and meat products (fresh, finished products and emulsions of beef, pork,and poultry).]. Microwave and Nuclear Magnetic Resonance Analysis
analysmetod	AR_EcoScreen	AR-EcoScreen: Effektbaserad analys av AR (androgenreceptor)-aktivitet och anti-AR-aktivitet med luciferas gen-expression i celler från cellinjen AR-EcoScreen med ovarie-ursprung från kinesisk dvärghamster (Cricetulus griseus). Används i biotest för bestämning av AR-aktivitet och anti-AR-aktivitet.Cellinjen är stabilt transfekterad med den humana AR-receptorn samt en luciferas-reportergen. Mätbart ljus emitteras i respons till AR-aktivitet och anti-AR-aktivitet och detekteras av spektrofotometer
analysmetod	AZUR_ENV_1998	Azur environmental-1998. The Microtox® acute basic, DIN, ISO and wet test procedures. Azur Environmental, Carlsbad, CA, USA, 1998
analysmetod	AhR_DR_EcoScreen	AhR-DR-EcoScreen: Effektbaserat test av AhR (arylhydrokarbonreceptor/även kallad dioxinreceptor)-aktivitet med luciferas gen-expression i celler från cellinjen DR-EcoScreen från muslever-hepatom. Används i biotest för bestämning av polyklorerade dibenso-p-dioxiner (PCDD), polyklorerade dibensofuraner (PCDF) och dioxin-lika polyklorerade bifenyler (dl-PCB) i miljöprov och livsmedel. Cellinjen är stabilt transfekterad med mus-AhR(DR)-receporn samt en luciferas-reportergen. Mätbart ljus emitteras i respons till AhR-aktivitet och detekteras av spektrofotometer
analysmetod	Aquaref_MA_12	Aquaref MA 12 Bestämning av hormoner i vatten (Etinylöstradiol (CAS: 57-63-6) 17-beta-Östradiol (CAS: 50-28-2) Östron (CAS: 53-16-7) Östriol (CAS: 50-27-1). Upparbetning med fast-fas-extraktion (SPE) följt av analys med vätskekromatograf med tandem masspektrometer (LC-MS-MS). https://www.aquaref.fr/system/files/Aquaref_2013_D1b_Irstea_MA12-Hormone_estrogeniques_phase_dissoute_VF.pdf
analysmetod	BLV_L_00_00_12	BLV L 00.00-12 Untersuchung von Lebensmitteln; Bestimmung von polychlorierten Biphenylen (PCB) in Lebensmitteln (§64 LFGB, Lebensmittel- und Futtermittelgesetzbuch)!  1993:08 Bundesamt für Verbraucherschutz und Lebensmittelsicherheit)(Determination of polychlorinated biphenyls (PCB) in food)
analysmetod	CEN_TS_16692-2015	CEN/TS 16692:2015 Water quality - Determination of tributyltin (TBT) in whole water samples. Method using solid phase extraction (SPE) with SPE disks and gas chromatography with triple quadrupole mass spectrometry
analysmetod	CSN_46_5735	CSN 46 5735 Industrial composts
analysmetod	CSN_72_0103	CSN 72 0103 Basic procedure for the analysis of silicates - Determination of loss on ignition
analysmetod	AbfKlärV	AbfKlärV Sewage sludge ordinance - the present Ordinance implements the Council Directive 86/278/EEC of 12 June 1986 on the protection of the environment and, in particular, of the soils where sewage sludge is, used in agriculture (Official Journal of the EC, no. L 181 p. 6). The said Ordinance has to be observed by anyone who 1. operates waste-water treatment plants and surrenders or intends to surrender sewage sludge for application on agriculturally or horticulturally used soils, 2. applies or intends to apply sewage sludge on agriculturally or horticulturally used soils. It consists of Sections as follows: Scope (1); Definition of terms (2); Conditions permitting application (3); Application bans and restrictions (4); Exemption regulations (5); Application quantity (6); Obligations to furnish verification (7); Application Schedule (8); Administrative offences (9); Entry into Force, abrogation (10). Two Annexes are enclosed. (Verordnung über die Verwertung von Klärschlamm, Klärschlammgemisch und Klärschlammkompost (Klärschlammverordnung - AbfKlärV)
analysmetod	Anal_Chem_PFCAs_2005_modifierad	Analytical Chemistry-PFCAs 2005 (modifierad). Matrix Effect-Free Analytical Methods for Determination of Perfluorinated Carboxylic Acids in Environmental Matrixes. Charles R. Powley, Stephen W. George, Timothy W. Ryan, and Robert C. Buck. Anal. Chem. 2005, 77, 19, 6353–6358. Publication Date:September 3, 2005.https://doi.org/10.1021/ac0508090. Perfluorocarboxylic acids (PFCAs) are persistent chemicals that have been found widely in the environment. Their accurate determination in environmental matrixes, particularly soil, sediment, and sludge, at low levels presents significant analytical challenges. The commercialization of electrospray interfaces for liquid chromatography−mass spectrometric analysis facilitated analysis of PFCAs at low levels, but issues with quantitative analysis due to matrix suppression or enhancement still persist. The methods described in this study utilize simple and rapid sample purification procedures to remove matrix components sufficiently so that errors due to coeluting matrix peaks are negligible and recoveries of PFCAs are consistently and reproducibly quantitative. Extracts from solid samples (soil and sediment) and liquid bacterial sludge are purified using dispersive solid-phase extraction. Recovery values generally are in the 70−120% range, with limits of quantitation of 1 ppb. The method utilizes an extraction solvent previously shown to release and recover aged residues of PFCAs. A confirmatory method using two precursor to product ions is also provided and demonstrated
analysmetod	BDS_AR_CALUX	BDS-AR CALUX Analytical method from BioDetection Systems (BDS): Bioassay detection of androgen receptor activation (agonistic/antagonistic) of dihydrotestosterone (DHT). The samples were freeze dried, extracted with ASE (accelerated solvent extraction) with 100 % acetone, restituted in DMSO (dimethylsulfoxid) and subsequently measured in the CALUX bioassay. the AR CALUX bioassay comprises a human bone marrow cell line (U2OS), incorporating the firefly luciferase gene coupled to Androgen Responsive Elements (AREs) as a reporter gene. Following binding of androgen compounds to the intracellular androgen receptor, the ligand-receptor complex binds to and activates the ARE followed by expression of androgens and luciferace. By addition of substrate for luciferase, light is emitted which is measured in a luminometer. The amount of light produced is proportional to the amount of ligand-specific receptor binding, which is benchmarked against the reference compounds: dihydrotestosterone (agonistic) or flutamide (antagonistic). The amount of light of the samples is interpolated in the curve to obtain the reference equivalents. (Van der Burg, B., Van der Linden, S.C.,  Man, H.Y., Winter, R., Jonker, L., Van Vugt-Lussenburg, B.,  Brouwer, A. (2013) A panel of quantitative CALUX® reporter gene assays for reliable  high throughput toxicity screening of chemicals and complex mixtures. In “High throughput screening methods in toxicity testing” (P. Steinberg, ed). John Wiley and Sons, Inc. New York. ISBN 9781118065631 pp. 519-532)
