attributnamn	value	Definition
analysmetod	ALS_OV_2A	ALS Paket OV-2a: Bestämning av PCB7 i vatten enligt metod baserad på DIN 38407-3 och US EPA 8082. Mätning utförs med GC-ECD
analysmetod	ALS_OV_3D	ALS analyspaket 3-d: Bestämning i vatten av Glyfosat och Aminometylfosfonsyra (AMPA). Analys utförs med LC-MS-MS
analysmetod	ALS_OV_PFAS_SPE	ALS OV-PFAS-SPE - ALS analysmetod för bestämning av PFAS i vatten enligt US EPA 533. ISTD (intern standard) tillsätts provet som därefter upparbetas med fast-fas-extraktion (SPE), PFAS extraheras med MeOH (metanol) för att sedan indunstas och därefter injiceras provet på instrumentet (LC-MS-MS)
analysmetod	ALS_PRIO	ALS interna metod för PRIO. Analys av PRIO-ämnen i  ytvatten (Prioriterade ämnen enligt EU:s Water Frame Directive, WFD). Analys utförs med GC-MS, GC-MS-MS, GC-MS-MS-NCI eller LC-MS
analysmetod	ALS_PSO_1	ALS analyspaket PSO-1  Bestämning i vatten av PAH (EPA-PAH, 15 st) med passiv provtagning och analys med HPLC-Fl/DAD och GC-MS. För bestämning av de tyngre PAHerna, används HPLC med fluorescens-detektor. För bestämning av de lättare PAHerna används GC-MS
analysmetod	ALS_PSO_11	ALS analyspaket PSO-11 Bestämning i vatten av tributyltenn med passiv provtagning och analys med gaskromatograf med atomemissionsdetektor (GC_AED) enligt en modifiering av metoden: (EN ISO 17353 - Water quality — Determination of selected organotin compounds — Gas chromatographic method)
analysmetod	ALS_PSO_12	ALS analyspaket PSO-12  Bestämning i vatten av nonylfenol och oktylfenol med passiv provtagning och analys med GC-MS-MS
analysmetod	ALS_PSO_2	ALS analyspaket PSO-2  Bestämning i vatten av PCB 7 med passiv provtagning och analys med GC-ECD enligt en modifiering av metoden: (US EPA 1668 Determination of the toxic polychlorinated biphenyls (PCBs) in water, soil, sediment, sludge, tissue, and other sample matrices by isotope dilution and internal standard high-resolution gas chromatography/high-resolution mass spectrometry, HRGC/HRMS)
analysmetod	ALS_PSO_3	ALS analyspaket PSO-3 Bestämning i vatten av klorerade pesticider med passiv provtagning och analys med GC-MS/MS
analysmetod	ALS_PSO_5	ALS analyspaket PSO-5 Bestämning i vatten av bromerade flamskyddsmedel med passiv provtagning och analys med GC-MS/MS
analysmetod	ALS_SFA	ALS interna metod för mätning av SFÄ. Analys av SFÄ, Särskilt Förorenande Ämnen i vatten enligt HaV (Havs och vattenmyndigheten). Analys utförs med GC-MS-MS, GC-MS-MS-NCI, LC-MS
analysmetod	ALS_S_AEOGMS01	"ALS S-AEOGMS01 - ALS analysmetod för bestämning av alkylfenoler och alkylfenoletoxylater enligt metod baserad på European Standard BT WI CSS99040. Mätning utförs med GC-MS eller GC-MS/MS. ""Alkylphenols and alkylphenol ethoxylates are extracted from the sample by an acetone/n-hexane mixture. The extracts are derivatised with MSTFA (silanisation) and determined by the gas chromatography with mass detection. The method is based on document European Standard BT WI CSS99040. The mixture of isomers (nonylphenol and nonylphenol mono- and diethoxylates) are identified by the fingerprint method. The quantification of the method is based on external calibration with subsequent correction to yield of surrogate standard."""
analysmetod	ALS_S_CLPGMS01	"ALS S-CLPGMS01 - ALS analysmetod för bestämning av klorfenoler i jord, slam och sediment enligt metod baserad på US EPA 8041, US EPA 3500 and DIN ISO 14154. Mätning utförs med GC-MS. ""The method is based on extraction (acetone + hexane, K2CO3) of analytes from the sample into an organic solvent and a subsequent extraction into alkaline solution. Analytes in the alkaline solution are derivated to acetates that are subsequently transferred into non-polar organic solvent (hexane). The extract is analysed by gas chromatography with mass detection in SIM or GC-ECD regime. The quantification is performed by the method of internal standard with follow-up correction to yield of extraction standards."""
analysmetod	ALS_S_DFHMS03A	"ALS S-DFHMS03A - ALS analysmetod för bestämning av polykorerade dibensodioxiner och dibensofuraner (PCDD och PCDF) i jord, slam och sediment. Analys enligt US EPA 1613B och SS EN 16190 med HR GC-MS. ""Determination of PCDD/Fs in solid samples by isotope dilution method with the use of HRGC-HRMS. The procedure fulfils the conditions and requrements of the EPA 1613. Analysis includes spiking sample with 13C12 labeled extraction std., specific extraction method (toluen) by matrix ( including acid decomposition in the case of ash/slag samples), cleanup of a raw extract, fractionation and HRGC-HRMS measurement after addition of 13C12 labeled injection standard."""
analysmetod	ALS_S_DFPCBHMS03A_CC	ALS S-DFPCBHMS03A-CC - ALS analysmetod för beräkning av TEQ för dioxiner och furaner samt dioxinlika PCB (kongener) enligt US EPA 1668A och SS-EN 16190. Mätning utförs med GC-HRMS. TEQ beräknas som summa toxiska ekvivalenter enligt WHO 2005 alternativt I-TEQ
analysmetod	ALS_S_DRY_GRCI	"ALS S-DRY-GRCI - ALS analysmetod för bestämning av torrsubstans (TS) i jord, slam och sediment enligt metod baserad på CSN ISO 11465, CSN EN 12880 och CSN EN 14346:2007. ""Determination of dry matter by gravimetry and determination of moisture by calculation from measured values. This method determines the mass fraction of dry matter, moisture and water content in solid samples. The sample is dried to a constant weight at 105°C and from the difference in weights before and after drying, we determine the mass fraction of dry matter."""
analysmetod	ALS_S_CNT_CFA	"S-CNT-CFA - ALS analysmetod för bestämning av total cyanid i jord, slam och sediment med spektrofotometri enligt metod baserad på CSN 75 7415, CSN EN ISO 17380, CSN EN ISO 14403-2 och SM 4500 CN. ""Determination of total cyanide by spectrophotometry and determination of complex-forming cyanides by calculation from measure values.The determination of total cyanide in solid matrices according to CSN EN ISO 17380, using continuous flow analysis with spectrophotometric detection, after releasing hydrogen cyanide in an acidic environment and separating it from the matrix by distillation. Thiocyanates are not included in total cyanides as there is no conversion to cyanides by CFA analysis. The determination of total cyanides (complex and free) is based on several reactions. Complex bound cyanides are decomposed by UV radiation with a wavelength of 312 nm at pH 3.8. Borosilicate spirals with a UV-B lamp prevent the conversion of thiocyanates to cyanides (filtering wavelengths smaller than 290 nm). The released cyanides are separated by distillation at 125°C and subsequently react with a solution of chloramine-T to form chlorkyan, which reacts with pyridine-4-carboxylic acid and 1,3-dimethylbarbituric acid to form a blue color. The absorbance of the colored solution is measured at a wavelength of 600 nm. The whole process is carried out using continuous flow analysis, which ensures the same conditions for distillation and the subsequent spectrophotometric measurement end of the entire analytical sequence."""
analysmetod	ALS_S_CR6_IC	"ALS S-CR6-IC - ALS analysmetod för bestämning av Cr6+ i jord, slam och sediment efter alkalisk lakning enligt CSN EN 15192 och EPA 3060A. Mäning utförs med jonkromatografi. ""Determination of hexavalent chromium by ion chromatography with spectrophotometric detection and trivalent chromium determination by calculation from measured values. Small amount of soil sample is leached by alkaline solution. Filtered leachate is cleaned from interferences on annex column IonPac AS7. The Cr(VI) is determined by spectrophotometry at 530 nm after post-column reaction with 1,5- diphenylcarbazide in acidic environment. In the post-column derivatisation, diphenylcarbazide reacts with Cr(VI), creating Cr(II) and diphenylcarbazone. The latter two compounds create a complex with characteristic purple colour."""
analysmetod	ALS_S_DR_PFCLMS02	"ALS S-DR-PFCLMS02  - ALS analysmetod för bestämning av perflorerade och bromerade ämnen i jord, slam och sediment enligt metod baserad på DIN 38414-14. Mätningen utförs med LC-MS/MS. ""Determination of perfluorinated and brominated compounds by liquid chromatography with MS/MS detection. Soil samples are homogenised before starting sample preparation. The analysed sample is pre-dried before its own extraction (method code S-PPHOM 40C). The PFCs are determined with use of ultra-effective liquid chromatography in connection with mass spectrometry and direct injection. The direct injection method means that concentration or clean-up steps are not included, only the marked extraction standard is added, pH is adjusted and mechanical particles are removed by centrifugation and filtration or dilution. 2 g of homogenised pre-dried sample are put into a 50 ml plastic bottle. Into the sample is added 100 µl of ISTD 20 ng/ml solution and the sample is allowed to stand for at least 10 minutes and 10 ml of ACN/MeOH (1:1, v/v), the bottle is closed and mixed and allowed to stand for 20 min. After this time, 10 ml of the ACN/MeOH mixture (1:1, v/v) is added, the bottle is closed, shaken and left to stand for at least 20 minutes. Next, the bottle is mixed on a tilting shaker for 10 min and centrifuged (11000 RPM, 20 °C, 5 min). 6 ml of the extract is taken from the bottle into a 15 ml plastic bottle with pre-weighed Envicarb (in the amount of 50 mg of Envicarb per 1 ml of extract; therefore, 0.3 g of Envicarb is used for 6 ml of extract), shaken and put on a multi-position vortex (2500 rpm., 2 minutes). Then the sample is centrifuged (10000 RPM, 20 °C, 5 min.) and 5 ml of the purified extract is collected in a plastic 15 ml bottle with a blue cap. This extract is concentrated to a volume of 1 ml with a gentle stream of N2 . 200 µl of the extract is taken from the test bottle into a 2 ml screw-top vial with 600 µl of 5 mM ammonium acetate, the vial is closed with a septa-less polyethylene cap and mixed."""
analysmetod	ALS_S_GCMSD_2_GBA	"ALS S-GCMSD-2/GBA - ALS analysmetod för bestämning av siloxaner enligt GBA:s interna metod. Mätningen utförs med GC-MS. ""1 g of OS (original wet sample) are extracted with methyl-tert-butyl ether (MTBE) by ultrasonic treatment/shaker for 60 min. The extract is then measured on a GC-MS."""
analysmetod	ALS_S_GCMS_15_GBA	"ALS S-GCMS-15/GBA - ALS analysmetod för bestämning av utvalda klorfenoler i jord, slam och sediment med GC-MS enligt DIN ISO 14154: 2005-12. ""Samples are extracted with methanol using ultrasonic and shaking treatment. The extract is derivatised and measured with GC-MSD."""
analysmetod	ALS_S_GCMS_1_GBA	"ALS S-GCMS-1/GBA - ALS analysmetod för bestämning av ftalater i jord, slam och sediment enligt DIN 19742: 2014-08. Mätning utförs med GC-MS. ""Samples are extracted with ethylacetate on a shaker. The extract is measured with GC-MSD."""
analysmetod	ALS_S_GCMS_5_GBA	"ALS S-GCMS-5/GBA - ALS analysmetod för bestämning av polybromerade difenyletrar i jord, slam och sediment enligt DIN EN ISO 22032: 2009-07. Mätningarna utförs med GC-MS. (DIN_EN_ISO_22032). ""Samples are extracted with toluene using soxhlet or ultrasonic treatment. The extract is cleaned, concentrated and measured with GC-MSD."""
analysmetod	ALS_S_GCMS_9_GBA	"ALS S-GCMS-9/GBA - ALS analysmetod för bestämning av organofosfater och organofosfor-flamskyddsmedel i jord, slam och sediment efter lösningsmedelsextraktion och mätning med GC-MS enligt PI-MA-M 03-079 2019-09. ""Samples are extracted with acetone using ultrasonic and shaking treatment. The extract is measured with GC-MSD."""
analysmetod	ALS_S_GC_36	"ALS S-GC-36 - ALS analysmetod för bestämning av metylkvicksilver i jord, slam och sediment med GC-ICP enligt SE-SOP-0026. ""Spikning: Invägning 0.5g-3g och tillsätt spiklösning: Lakning av metylkvicksilver: Tillsätt kopparsulftat lösning och sedan kaliumbromid-lösning, skakas försiktigt och låt reagera. Extraktion av metylkvicksliver: Tillsätt diklormetan, skakas 1h. Separation av lösningsmedlet: Återextraktion av metylkvicksilver. Filtrering av slamprovextrakt. Bestämning med GC-ICP."""
analysmetod	ALS_S_GC_46	"ALS S-GC-46 - ALS analysmetod för bestämning av tennorganiska föreningar (OTC) i jord, slam och sediment. Analys med GC-ICP-MS enligt SE-SOP-0036 (SS-EN ISO 23161:2018). ""Icke torkade prover vägs in och lakas med en metanol/ättiksyra/H2O-blandning i ultraljudsbad. Sedan neutraliseras extraktionen med acetatbuffert samt natriumhydrixid. Efter det derivatiseras proverna i pentan m.h.a  STEB (natriumtetraetylborat). Efter derivatiseringen tvättas pentanfasen och sedan sker analys på instrumentet."""
analysmetod	ALS_S_ICPAES_1_GBA	ALS S-ICPAES-1/GBA - ALS analysmetod för bestämning av spårhalter i extrakt från jord enligt metod DIN ISO 22036:2009-06. Mätningen utförs med induktivt kopplat plasma - atomemissionspectrometry (ICP-AES)
analysmetod	ALS_S_LCMS_GCMS_1_GBA	ALS S-LCMS/GCMS-1/GBA. Paket OJ-27C. Bestämning av nitrotoluener/nitrobensener enligt metod Handbuch Altlasten Bd. 7 Teil 5. Bestämning av RDX, HMX, TNT, EGDN, DEGN, 1,3,5-trinitrobensen, nitroglycerin, nitropenta, hexyl samt tetryl enligt DIN ISO 11916-1:2014-11. Sample preparation according to DIN 19747:2009-07. Explosives according to DIN ISO 11916-1:2014-11 + DIN ISO 11916-2:2014-11. 10 g of sample and the internal standard were added and allowed to equilibrate. Extraction was then performed, followed by ultrasonic treatment for approximately 30 minutes, and subsequent shaking. The samples were then measured using LC-MS
analysmetod	ALS_S_LOI550	"ALS S-LOI550 - ALS analysmetod för bestämning av glödgningsförlust (GF) och glödgningrest (GR) i jord, slam och sediment vid 550°C enligt SE-SOP-0067 (SS-EN 15935:2021). ""Determination of ash by gravimetry and calculation of loss on ignition from measure values. The dried samples are burned in the furnace at the specified temperature (550°C). From the difference in weight before and after burning, the loss on ignition is calculated, respectively the ignition residue."""
analysmetod	ALS_S_OCPECD01	"ALS S-OCPECD01 - ALS analysmetod för bestämning av klorerade pesticider och polyklorerade bifeyler (PCB) i jord, slam och sediment enligt metod baserad på US EPA 8081 och ISO 10382. Mätningen utförs med GC-ECD. ""Determination of organochlorine pesticides and other halogen compounds by gas chromatography method with ECD detection and calculation of organochlorine pesticides. Samples are extracted with acetone/hexane, cleaned by SPE (Florisil column) and mercury. After cleaning, the extract is concentrated. Individual OCPs are determinate by GC/ECD. The quantification is based on external calibration standard with correction of recovery of surrogate standard."""
analysmetod	ALS_S_OCPECD04	"ALS S-OCPECD04 - ALS analysmetod för bestämning av klorerade pesticider och andra halogenerade ämnen i jord, slam och sediment enligt metod baserad på US EPA 8081 och ISO 10382. Mätningen utförs med GC-ECD. ""Determination of organochlorine pesticides and other halogen compounds by gas chromatography method with ECD detection and calculation of organochlorine pesticides. Samples are extracted with acetone/hexane, cleaned by SPE (Florisil column) and mercury. After cleaning, the extract is concentrated. Individual OCPs are determinate by GC/ECD. The quantification is based on external calibration standard with correction of recovery of surrogate standard."""
analysmetod	ALS_S_PCBHMS02A	"ALS S-PCBHMS02A - ALS analysmetod för bestämning av dioxinlika PC-kongener i jord, slam och sediment. Analys enligt metod baserad på US EPA 1668A och SS-EN 16190. Mätning utförs med GC-HRMS. TEQ beräknas som summa toxiska ekvivalenter enligt WHO 2005 alternativt I-TEQ. ""Determination of indicator and dioxin-like PCBs in enviro samples by isotope dilution method with the use of HRGC-HRMS. SOP fullfills the conditions and requirements of the EPA 1668. Analysis includes spiking sample with 13C12 extraction std., specific extraction method by matrix, cleanup of a raw extract, fractionation and HRGC-HRMS measurement after addition of injection standard. Part of this procedure is moisture content determination in the case of solid samples."""
analysmetod	ALS_S_PESLMS02	"ALS S-PESLMS02 - ALS analysmetod för bestämning av pesticider i jord, slam och sediment enligt CSN EN 15637 och US EPA 1694. Mätning utförs med LC-MS/MS. ""Determination of pesticides, pesticide metabolites, drug residues and other pollutants by liquid chromatography method with MS/MS detection. Analytes are extracted from the sample using the QuEChERS method. The determination of pesticides is carried out by the method of liquid chromatography in conjunction with mass detection. The intensity of the decay of the mother ion into a daughter ion after the delivery of collision energy is monitored (multiple reaction monitoring, MRM). To confirm the result, two MRM transitions No. SANTE/11813/2017 are monitored for each analyte), a positive result is considered one when the ratio between the transitions corresponds to the ratio of the transitions in the standard. Quantification is performed using an external standard. The results are corrected for the yield of internal standards (external or internal calibration) and/or for the yield of the fortified blank."""
analysmetod	ALS_S_PESLMSA1	S-PESLMSA1 - ALS analysmetod för bestämning av fenoxisyror och andra herbicider enligt metod baserad på CSN EN 15637 och US EPA 1694. Mätningenutförs med LC-MS/MS
analysmetod	ALS_S_PFCLMS02	ALS S-PFCLMS02 - ALS analyspaket för bestämning av perfluorerade ämnen enligt metod baserad på DIN 38414-14. Provet homogeniseras innan upparbetning och analyseras med LC-MS/MS
analysmetod	ALS_S_PHOTOMET_2_GBA	ALS S-PHOTOMET-2/GBA - ALS analysmetod för bestämning av ammoniumkväve enligt DIN EN 12457-4: 2003-01. Analys av fast prov sker normalt i lakvatten enligt EN 12457-4:2003-01. Mätning utförs med flödesanalys (CFA och FIA) och spektrometrisk detektering
analysmetod	ALS_S_PTHGMS01	"ALS S-PTHGMS01. Bestämning av ftalater enligt metod baserad på EPA 8061A och CPSC-CH-C1001-09.3. ""40 ml extraction solvent, dichlormethane is added to 5 g of sample. The extraction is done in ultrasonic bath for 20 minutes. Extract is transfered to a vial (after sedimentation), and 5 ml of n-hexane is added. This solution is concentrated down to 1 ml in two steps and then transfered to an analysis vial that is put into instrument autosampler (GC-MS)"""
analysmetod	ALS_S_SFMS_16	ALS S-SFMS-16 - ALS analyspaket för bestämning av metaller i fasta matriser enligt SS-EN ISO 17294-2:2016 och US EPA 200.8 (1994). Uppslutning av prov sker enligt ALS-metod S-PA 16-HB och analys utförs med ICP-SFMS
analysmetod	ALS_S_SFMS_49	ALS S-SFMS-49 -  ALS analyspaket för bestämning av metaller i fasta matriser enligt SS-EN ISO 17294-2:2016 och US EPA 200.8 (1994). Uppslutning av prov sker enligt ALS-metod  S-PS49-FU och analys utförs med ICP-SFMS
analysmetod	ALS_S_SFMS_59	ALS S-SFMS-59 -  ALS analyspaket för bestämning av metaller i jord, slam, sediment och byggnadsmaterial enligt SS-EN ISO 17294-2:2016 och US EPA 200.8 (1994). Uppslutning av prov sker enligt ALS-metod S-PM59-HB och analys utförs med ICP-SFMS
analysmetod	ALS_S_SPIGMS04	S-SPIGMS04 - ALS analysmetod för bestämning av organiska föreningar i i jord, slam och sediment. Analys av organiska föroreningar-alifater >C5-C16 med GC-MS metod enligt SPIMFAB:s kvalitetsmanual
analysmetod	ALS_S_TOC1_IR	"ALS S-TOC1-IR - ALS analysmetod för bestämning av TOC i jord, slam och sediment enligt direkt metod; CSN ISO 10694, CSN EN 13137:2002, CSN EN 15936. ""Determination of total carbon (TC), total organic carbon (TOC) by the combustion method with IR detection and calculation of total inorganic carbon (TIC), carbonates and organic matter from measured values. Determination of TOC in solid samples after thermal decomposition with IR detection. The determination is performed on an analyzer Elementar soli TOC cube (M-1143). Analytical sample is weighed into porcelain cups and HCl (1: 1) is added to remove TIC (total inorganic carbon). The cup is dried in an oven at 70 °C. Then, the TOC is determined by IR detector."""
analysmetod	ALS_S_SMLGMS01	"ALS S-SMLGMS01 CZ_SOP_D06_03_181 (US EPA 429, US EPA 1668, US EPA 3550) - ALS analysmetod för bestämning av semivolatila organiska ämnen i jord, slam och sediment med isotoputspädning och gaskromatografi med masspektrometri. Summor beräknas från uppmätta värden. Metoden har modifierats inom omfattningen för den flexibla ackrediteringen angiven i Annex to the Certificate of Accreditation No . 468/2020 utfärdad 27 juli 2020. Parametrar som inte ingår i bilagan till ackrediteringscertifikatet i parameter översikten under index 27 har lagts till. ""Determination of semi-volatile organic compounds by gas chromatography method with MS and calculation of semi-volatile organic compounds sums from measured values. The principle of the method is the microwave extraction of analytes from a sample of freeze-dried sea or river sediment into an organic solvent. The portion of the organic extract is concentrated and directly dosed into the gas chromatograph, where the analytes are separated on the chromatographic column and their detection is performed by a mass detector in the MRM (Multiple Reaction Monitoring) mode. Quantification is performed using the internal (extraction) standard method. The internal standard extraction method is classified according to EPA 8000C as a hybrid between the internal standard method and the isotopic dilution method. (http://www.epa.gov/osw/hazard/testmethods/pdfs/8000c_v3.pdf). An extraction (internal) standard is added into the freeze-dried philized sediment sample before extraction, which is otherwise commonly used as an internal standard added into extracts prior to injection into the gas chromatograph. These are either deuterated analogues of the target analytes, or substances very similar to the target analytes that do not occur in freeze dried sediment samples. These internal standards are also added in the same amount to the calibration solutions, and a calibration curve is constructed as a function of the ratio of the concentrations of the target analyte and the internal standard (x-axis) to the ratio of the responses of the target analyte and the internal standard (y-axis). The amount of analyte in the sample is calculated using the evaluation software MassHunter."""
analysmetod	ALS_S_SMLGMS02	"S-SMLGMS02 - ALS analysmetod för bestämning och beräkning av semivolatila organiska ämnen i i jord, slam och sediment. Analys av PAH-16 och PCB-7 med isotoputspädning enligt US EPA 429, US EPA 1668, US EPA 3550. Mätning utförs med GC-MS. ""The principle of the method is the microwave extraction of analytes from a sample of freeze-dried sea or river sediment into an organic solvent (acetone+hexane, the final extract is in hexane). The portion of the organic extract is concentrated and directly dosed into the gas chromatograph, where the analytes are separated on the chromatographic column and their detection is performed by a mass detector in the MRM (Multiple Reaction Monitoring) mode. Quantification is performed using the internal (extraction) standard method. The internal standard extraction method is classified according to EPA 8000C as a hybrid between the internal standard method and the isotopic dilution method (http://www.epa.gov/osw/hazard/testmethods/pdfs/8000c_v3.pdf). An extraction (internal) standard is added into the freeze-dried philized sediment sample before extraction, which is otherwise commonly used as an internal standard added into extracts prior to injection into the gas chromatograph. These are either deuterated analogues of the target analytes, or substances very similar to the target analytes that do not occur in freeze dried sediment samples. These internal standards are also added in the same amount to the calibration solutions, and a calibration curve is constructed as a function of the ratio of the concentrations of the target analyte and the internal standard (x-axis) to the ratio of the responses of the target analyte and the internal standard (y-axis). The amount of analyte in the sample is calculated using the evaluation software MassHunter."""
analysmetod	ALS_S_SMVGMS05	"ALS S-SMVGMS05 Bestämning av semivolatila organiska föreningar med gaskromatografi med MS eller MS/MS samt beräkning av semivolatila föreningar och summor enligt US EPA 8270D, US EPA 8082A, CSN EN 15527, ISO 18287, ISO 10382, CSN EN 15308 och provberedning enligt US EPA 3546. ""Determination of semi volatile organic compounds by gas chromatography method with MS and calculation of semi volatile organic compounds sums from measured values. The determination of the content of extractable semi-volatile organic substances in waters (leaches) and solid samples by the method of gas chromatography with MS detection. The determination of semi-volatile substances is based on the US EPA 8082A method. The principle of the method is the extraction of semi-volatile organic substances from soil and water samples (leachates) into the appropriate solvent. After purification and concentration, the extract is dosed into a gas chromatograph, where analytes are separated on a chromatographic column. Their identification and detection is carried out by a mass detector. Quantification is performed using the external standard method followed by correction for the yield of the internal standard or is performed using the internal standard extraction method."""
analysmetod	ALS_S_TOC_CC	ALS S-TOC-CC - ALS analysmetod för bestämning av TOC beräknad från glödgningsförlust och baserad på “Van Bemmelen” faktorn. Glödgningsförlust bestämd enligt SS-EN15935:2021 utg2
analysmetod	ALS_S_TOC_GBA	ALS S-TOC/GBA - ALS analysmetod för bestämning av totalt organiskt kol (TOC) med torrförbränning enligt DIN EN 15936:2012-11
analysmetod	ALS_S_TPHFID01	"ALS S-TPHFID01 - ALS analysmetod för bestämning av oljeindex i jord, slam och sediment enligt metod CSN EN 14039, CSN EN ISO 16703, CSN P CEN ISO/TS 16558-2, US EPA 8015, US EPA 3550 och TNRCC metod 1006. Mätning utförs med GC-FID. "" Determination of extractable compounds in the range of  hydrocarbons C10 - C40, their fractions calculated from the measured values by gas chromatography method with FID detection. A sample is extracted with acetone/hexane. The extract is decanted through sodium sulfate and cleaned up through silicagel because of elimination of polar compounds. After cleaning, the extract is concentrated or diluted. The quantification is based on external calibration standard."""
analysmetod	ALS_UK_BISPHENOL_A_GEO91	ALS UK-geo91 Analysis of Bisphenol A in Surface Water, Groundwater and Saline Water. The method is a direct aqueous injection (DAI) procedure. Samples are analysed by highperformance liquid chromatography using a triple quadrupole mass spectrometer detector. Samples are injected on to a HPLC analytical column and analytes are separated from matrix interference. Analytes are identified and quantified with mass spectrometric detection in SRM mode. Quantitation is by an internal standard procedure. ALS Environmental, Torrington Avenue, Coventry, CV4 9GU, United Kingdom
analysmetod	ALS_UK_EM_ORG_CONT_GEO83	ALS UK-geo83 Analysis of Emerging Organic Contaminants for the EU water framework directive - Saline, Ground and Surface Waters. The compounds of interest are extracted from an aqueous matrix via Agilent’s online SPE system, equipped with a Hypersil Gold aQ pre-concentration column. The compounds are then flushed from the pre-concentration column via a gradient run and are separated on an Agilent Eclipse Plus C18 RRHD 3.0x55mm, 1.8um analytical column, before being ionised by Agilent’s Jetstream Electrospray technology, and analysed using MRM transitions on an Agilent 6470 LCMSMS. ALS Environmental, Torrington Avenue, Coventry, CV4 9GU, United Kingdom
analysmetod	ALS_S_SPIGMS03	"S-SPIGMS03 - ALS analysmetod för bestämning i jord, slam och sediment av: 1) Alifatfraktioner och aromatfraktioner. 2) Polycykliska aromatiska kolväten, PAH (16 föreningar enligt EPA). 4) Summa metylpyrener/metylfluorantener och summa metylkrysener/metylbens(a)antracener. GC-MS metod enligt SPIMFAB:s kvalitetsmanual. ""After addition of extraction standard, the sample is extracted with a pentane-methanol mixture with the final extract in pentane.  After shaking with acidified water, the organic phase is isolated and analyzed by capillary gas chromatography with mass detection, when spectra are recorded in SIM or SIM/SCAN mode. Quantification is performed by the external standard method followed by corrections to the recovery of the extraction standard."""
analysmetod	ALS_S_SPIHSP01	"ALS S-SPIHSP01 - ALS analysmetod för bestämning av volatila alifatiska och aromatiska kolväten i i jord, slam och sediment. Analys utförs med Headspace-GC-MS metod enligt SPIMFABs kvalitetsmanual. ""The weight of the sample is extracted with methanol in a closed vial after the adding of the surrogate standard and internal standards. An aliquot portion of the methanol extract is dosed into a HS vial, in which a defined volume of reagent water (15 ml) is presented and the vial is closed with a lid. The vial is incubated at a defined temperature and time. Vapors of volatile organic compounds are injected into a chromatographic column after the liquid-vapor interphase balance has been established, where they are separated. The separated compounds are identified by mass detector after recording spectra in SIM mode in the range of 35-200 amu. Quantification is performed by comparing the responses of identified substances in the sample and external standards followed by corrections to the response of internal standards."""
analysmetod	ALS_S_VOCGMS01	"S-VOCGMS01 - ALS analysmetod för bestämning av volatila organiska föreningar i i jord, slam och sediment:  1) BTEX. 2) Halogenerade volatila organiska föreningar. 2) Ickehalogenerade volatila organiska föreningar. Analysen utförs enligt metod baserad på US EPA 8260, US EPA 5021A, US EPA 5021, US EPA 8015, CSN EN ISO 22155, CSN EN 15009, CSN EN ISO 16558-1 och MADEP 2004, utgåva 1.1. Mätningen utförs med GC-FID och GC-MS. ""Solid sample is extracted into methanol in a closed vial. An aliquote part of the methanol extract is added to a headspace vial with a pre-defined amount of reagent water. The vial is incubated for the defined time and temperature. After establishing the liquid-gas equilibrium, the vapours of volatile organic compounds are injected to chromatographic column where they are separated. Separated compounds are identified in mass spectrometer and quantified in detector, based on the response magnitude of the amount of substance."""
analysmetod	ALS_S_VOCGMS04	"S-VOCGMS04 - ALS analysmetod för bestämning av flyktiga organiska föreningar i i jord, slam och sediment: Analys av: 1) Naftalen. 2) +Halogenerade volatila organiska föreningar. 3) Ickehalogenerade volatila organiska föreningar. Metod baserad på US EPA 8260, US EPA 5021A, US EPA 5021, US EPA 8015, CSN EN ISO 22155, CSN EN ISO 15009, CSN EN ISO 16558-1, MADEP 2004, rev. 1.1. Mätningen utförs med GC/MS och GC/FID. ""Solid sample is extracted into methanol in a closed vial. An aliquote part of the methanol extract is added to a headspace vial with a pre-defined amount of reagent water. The vial is incubated for the defined time and temperature. After establishing the liquid-gas equilibrium, the vapours of volatile organic compounds are injected to chromatographic column where they are separated. Separated compounds are identified in mass spectrometer and quantified in detector, based on the response magnitude of the amount of substance."""
analysmetod	ALS_UK_HORMONES	ALS UK Hormones: Determination of hormones in water. The compounds of interst are extracted from filtered aqueous matrix by solid phase extraction (SPE) and the extracts are further cleaned up by means of of another SPE procedure utilising a cartridge with a molecular imprinted polymer (MIP) stationary phase that has a class selective affinity for steroidal oestrogens. The isolated determinands are then derivatised with pentafluorobenzoyl chloride (PFBCI) and MSTFA and analysed by GC-MS-MS with negative chemical ionisation (NCI) using methane as the reagent gas. Quantification is based upon an internal standardisation procedure.  ALS Environmental, Torrington Avenue, Coventry, CV4 9GU, United Kingdom
analysmetod	ALS_UK_OCTYL_NONYLPHENOLS_GEO84	ALS UK-geo84 Analysis of Octyl and Nonylphenols and their ethoxylates in Ground, Saline and Surface Waters. An automated extraction procedure is used to simultaneously extract the target compounds from aqueous matrix into hexane and derivatise them with Pentafluorobenzoyl Chloride to form the electron capturing Pentafluorobenzoyl derivatives. The extract is then analysed by GC-MSMS with negative chemical ionisation (NCI) using methane as the reagent gas. Quantification is based upon an internal standardisation procedure. ALS Environmental, Torrington Avenue, Coventry, CV4 9GU, United Kingdom
